Sum of AnnualFixedOperatingCost,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,(blank),Grand Total
PHL_PRO_PROC_BIOF,591.0668,599.581,608.4388,616.8275,625.6116,634.174,646.4566,658.4532,670.4795,682.0264,680.2766,679.445,695.8333,713.0857,725.3589,737.0415,751.7221,763.6212,775.1943,785.8707,795.0995,814.5865,834.4085,854.1742,874.066,894.0684,916.9555,939.8719,963.3809,989.6558,1011.1353,1040.7302,1071.7943,1103.3184,,26743.8101
PHL_PRO_PROC_BIOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_PRO_PROC_COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_PRO_PROC_NG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_PRO_PROC_OIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_PWR_GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_SER_HEAT_BIOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_SER_HEAT_COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_SER_HEAT_ELE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_SER_HEAT_NG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_SER_HEAT_OIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_SER_HEAT_RES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_SER_UNIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_23WHEEL_ELE,0,8.8785,17.7569,26.6354,35.5145,44.393,53.2714,62.1499,71.0283,79.9068,88.7859,97.6644,106.5428,115.4213,122.5312,128.136,132.288,135.1907,138.1323,178.7583,161.0014,143.2444,139.4394,136.2094,133.362,131.4109,134.3285,134.0435,125.7272,125.7272,136.2983,136.9624,138.9468,140.9475,,3560.6345
PHL_TRA_23WHEEL_LIQ,19.2274,18.5309,17.8362,17.1416,16.4689,15.7522,15.0447,14.3372,13.6296,13.1259,11.8264,11.4879,10.7613,9.9713,9.9713,9.6702,8.9068,8.8153,8.7197,8.1553,8.5681,9.0704,9.5356,10.037,10.5384,11.0398,11.4943,11.9532,12.3456,12.3456,12.3758,12.4668,12.4205,12.3743,,415.9455
PHL_TRA_23WHEEL_NG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_AVI_LIQ,210.93,219.474,228.552,237.63,246.975,256.053,268.335,280.3499,292.6319,304.9139,316.9289,333.2159,349.7699,366.0569,382.3439,398.6309,421.8599,445.0889,468.3179,514.7759,514.7759,547.6169,580.1909,613.0319,645.8729,678.7139,723.5699,768.4258,813.2818,927.0238,902.9938,961.4668,1019.9398,1078.4128,,17318.1506
PHL_TRA_BUS_ELE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_BUS_H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_BUS_LIQ,22.3588,22.9285,23.4863,24.0332,24.5703,25.1046,25.6059,26.0994,26.5919,27.0715,28.2947,28.675,29.0634,29.4463,29.8294,30.219,30.5684,30.9233,31.2769,31.6289,32.0381,32.3746,32.698,33.022,33.3407,33.6545,33.9302,34.1951,34.4629,34.7274,35.2686,35.473,35.6705,35.8681,,1024.4994
PHL_TRA_BUS_NG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_BUS_PHEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_CAR_ELE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8897,28.117,54.3316,87.3564,120.0173,152.7713,187.4652,215.9235,247.3646,279.0452,310.686,342.2924,372.4508,402.5986,432.5927,439.0114,442.5562,454.3944,459.4254,464.5109,,5502.8006
PHL_TRA_CAR_H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_CAR_LIQ,178.7206,188.1565,197.5971,207.0399,216.4825,225.9197,235.8386,245.7516,255.6606,265.5646,278.8013,288.4519,298.109,307.7644,307.9496,300.0576,284.0682,261.3462,238.8066,216.0264,193.5196,170.1545,146.9847,123.5829,100.1648,76.7292,53.5526,30.1486,6.7393,6.7403,6.7495,0,0,0,,5913.1789
PHL_TRA_CAR_NG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_CAR_PHEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_RAILF_ELE,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.336
PHL_TRA_RAILF_H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_RAILF_LIQ,0,0,0.24,0.24,0.48,0.48,0.72,0.96,0.96,1.3196,1.56,1.704,1.704,1.944,2.184,2.424,2.664,3.1204,3.3606,3.7523,4.32,4.56,5.04,5.52,5.76,6.24,6.72,7.2,7.68,8.16,8.64,9.36,9.84,10.56,,129.4169
PHL_TRA_RAILP_ELE,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.336
PHL_TRA_RAILP_H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_TRA_RAILP_LIQ,0,0,0.24,0.24,0.48,0.48,0.72,0.72,0.96,1.0796,1.32,1.464,1.464,1.704,1.944,2.184,2.424,2.8804,3.1206,3.2723,3.84,4.32,4.56,4.8,5.28,5.52,6,6.48,6.96,7.44,7.92,8.4,8.88,9.6,,116.6969
