r,t,e,m,y,AnnualTechnologyEmissionByMode
RE1,PHL_PRO_PROC_NG,CO2e,1,2045,19.5556
RE1,PHL_PRO_PROC_NG,CO2e,1,2046,20.2142
RE1,PHL_PRO_PROC_NG,CO2e,1,2047,20.5605
RE1,PHL_PRO_PROC_NG,CO2e,1,2048,20.8588
RE1,PHL_PRO_PROC_NG,CO2e,1,2049,21.2001
RE1,PHL_PRO_PROC_NG,CO2e,1,2050,22.2226
RE1,PHL_PRO_PROC_NG,CO2e,1,2051,22.6661
RE1,PHL_PRO_PROC_NG,CO2e,1,2052,23.5899
RE1,PHL_PRO_PROC_NG,CO2e,1,2053,28.3557
RE1,PHL_POW_BH2_NG,CO2e,1,2020,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2021,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2022,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2023,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2024,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2025,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2026,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2027,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2028,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2029,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2030,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2031,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2032,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2033,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2034,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2035,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2036,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2037,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2038,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2039,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2040,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2041,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2042,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2043,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2044,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2045,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2046,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2047,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2048,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2049,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2050,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2051,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2052,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2053,0.0
RE1,PHL_POW_DAC,CO2e,1,2020,0.0
RE1,PHL_POW_DAC,CO2e,1,2021,0.0
RE1,PHL_POW_DAC,CO2e,1,2022,-0.0
RE1,PHL_POW_DAC,CO2e,1,2023,0.0
